transaction_id,user_id,amount,hour,tx_count_1h,is_international,is_night,is_fraud
TX000001128,U000550,51.20625299551553,16,1,0,0,0
TX000000151,U000732,77.20376378214023,21,1,1,0,0
TX000003591,U000904,99.89512539193947,17,1,0,0,0
TX000001052,U000494,89.48134665378261,9,0,0,0,0
TX000001590,U000623,18.687614682988322,10,0,0,0,0
TX000003008,U000420,161.20729024374975,17,0,0,0,0
TX000002029,U000544,33.393584956607455,15,1,0,0,0
TX000003418,U000288,14.98987019815313,18,1,0,0,0
TX000001807,U000820,90.80596917233734,15,1,1,0,0
TX000002696,U000942,161.05835096429453,10,2,0,0,0
TX000003039,U000380,44.406627232988214,10,1,0,0,0
TX000000472,U000380,11.998827513445297,11,0,0,0,0
TX000003289,U000972,40.93400460592121,13,0,0,0,0
TX000004074,U000692,34.95481705212209,11,1,0,0,0
TX000003496,U000753,123.40862731563365,12,0,0,0,0
TX000000279,U000888,37.13969720675039,10,0,0,0,0
TX000001741,U000210,46.116844642532925,18,1,0,0,0
TX000004624,U000230,77.96443714690857,15,1,0,0,0
TX000002886,U000394,32.25755061653181,19,0,0,0,0
TX000001941,U000350,36.90516198954582,21,0,1,0,0
TX000000100,U000385,13.258372742380296,16,0,0,0,0
TX000002804,U000648,49.627035356703466,18,2,0,0,0
TX000003570,U000258,40.54927085935524,15,3,0,0,0
TX000003684,U000362,99.79266513236891,17,0,0,0,0
TX000003661,U000524,26.36198214909387,11,1,0,0,0
TX000000530,U000318,103.39870716717726,17,0,0,0,0
TX000001886,U000569,24.29805922998992,10,1,0,0,0
TX000000681,U000017,17.653750059698528,15,0,0,0,0
TX000003794,U000137,55.03009320015595,12,0,0,0,0
TX000003944,U000523,36.15369856449296,18,0,1,0,0
TX000004666,U000351,28.741244446488146,20,1,0,0,0
TX000002018,U000462,103.07099578062554,17,1,0,0,0
TX000001096,U000889,59.06480260011519,18,0,0,0,0
TX000000829,U000355,41.19081897620472,15,0,0,0,0
TX000002805,U000403,9.241957062557688,14,0,0,0,0
TX000003829,U000201,88.31483433371092,19,1,0,0,0
TX000004381,U000664,65.11727158180317,16,0,0,0,0
TX000003891,U000749,97.76545744649356,17,0,0,0,0
TX000000764,U000749,172.30623440092194,10,1,0,0,0
TX000002767,U000850,86.03385762934916,19,0,0,0,0
TX000004328,U000617,298.69888220296247,19,0,0,0,0
TX000003295,U000104,18.628405756360042,11,0,0,0,0
TX000002194,U000920,66.00339417581503,20,0,0,0,0
TX000002357,U000485,63.01598770817761,10,2,0,0,0
TX000003425,U000947,158.21280399648023,15,0,0,0,0
TX000003979,U000271,19.112536884004694,10,0,0,0,0
TX000000911,U000343,67.97570267109064,18,0,0,0,0
TX000003145,U000184,87.36058316241004,19,0,0,0,0
TX000000999,U000619,96.7937843882906,20,0,0,0,0
TX000003653,U000380,23.91118442858303,9,2,0,0,0
TX000002483,U000830,25.36431873563625,17,0,0,0,0
TX000004076,U000117,37.97330218947415,11,1,0,0,0
TX000002370,U000345,46.71670558730233,9,1,0,0,0
TX000004838,U000576,210.78788230620512,9,1,0,0,0
TX000000033,U000252,18.95919562422182,11,0,0,0,0
TX000003789,U000128,200.99459905321862,14,0,0,0,0
TX000001020,U000434,92.09636624539314,13,0,0,0,0
TX000001647,U000458,146.31034196926913,17,0,0,0,0
TX000000733,U000788,9.94844637499363,10,1,0,0,0
TX000004582,U000930,54.27399999358129,21,0,0,0,0
TX000003274,U000368,21.83962323179093,11,1,1,0,0
TX000001620,U000574,61.14636464300523,17,0,0,0,0
TX000003135,U000729,85.02982951924471,21,1,0,0,0
TX000002689,U000060,100.7325307782559,16,3,0,0,0
TX000002707,U000603,55.91893447464934,19,0,1,0,0
TX000000297,U000968,74.23973514174925,21,0,0,0,0
TX000002339,U000867,28.210065884888735,20,1,0,0,0
TX000000653,U000399,18.05592871041406,9,0,0,0,0
TX000003774,U000671,9.289933986294983,17,0,0,0,0
TX000001255,U000867,16.286865432758734,12,1,0,0,0
TX000004520,U000123,33.525107209216195,16,0,0,0,0
TX000000230,U000998,26.30169453989576,21,0,0,0,0
TX000003276,U000485,175.9497968533515,18,0,0,0,0
TX000003230,U000539,35.94861128073382,21,0,0,0,0
TX000000691,U000510,174.04777027832088,16,0,0,0,0
TX000002754,U000583,50.706415162206405,16,0,0,0,0
TX000004863,U000705,14.146171691655283,11,2,0,0,0
TX000000969,U000802,13.055701016587006,18,0,0,0,0
TX000000633,U000226,35.62753984893033,17,1,0,0,0
TX000004092,U000549,48.74094097966294,20,0,0,0,0
TX000004077,U000226,7.334161860275437,16,1,0,0,0
TX000001321,U000614,92.73006579609374,12,0,1,0,0
TX000001831,U000340,68.93859158223643,9,2,1,0,0
TX000002178,U000668,413.065517845223,12,0,0,0,0
TX000001417,U000420,71.42102393423639,20,1,0,0,0
TX000001782,U000354,12.125123544017992,16,0,1,0,0
TX000004715,U000688,52.56796576182102,11,0,0,0,0
TX000004701,U000020,12.86865790890113,13,0,1,0,0
TX000004118,U000860,34.646796997628456,21,0,0,0,0
TX000001652,U000206,66.31289026368121,11,1,0,0,0
TX000001483,U000840,36.61155183023026,18,0,0,0,0
TX000002275,U000268,18.43359603333234,16,1,0,0,0
TX000000877,U000572,68.29168054647225,18,1,0,0,0
TX000003525,U000050,16.879840424378173,11,0,0,0,0
TX000002016,U000919,41.90835283326318,14,1,0,0,0
TX000000426,U000511,20.80257005518794,11,1,1,0,0
TX000000626,U000303,20.29541867901762,16,1,0,0,0
TX000001589,U000260,59.50997127986285,14,0,0,0,0
TX000002223,U000504,45.54841502768485,10,2,0,0,0
TX000002217,U000815,51.104235760751706,19,0,0,0,0
TX000004483,U000027,94.95365999578007,9,1,0,0,0
TX000001485,U000989,138.73849522245723,17,1,1,0,0
TX000001739,U000675,302.0562845168242,17,1,0,0,0
TX000002480,U000531,29.78899944565227,16,1,0,0,0
TX000002584,U000178,163.44380546710167,20,0,0,0,0
TX000002893,U000314,67.72101229908444,11,1,0,0,0
TX000000149,U000297,73.47789944890694,12,1,0,0,0
TX000000676,U000584,17.9829512185012,14,1,0,0,0
TX000001261,U000245,58.90967810950043,14,1,0,0,0
TX000004917,U000171,402.0163892558189,3,3,0,1,1
TX000000012,U000203,69.54418260812884,13,0,0,0,0
TX000001833,U000797,72.75693043326702,12,1,0,0,0
TX000003248,U000460,68.6483016368526,18,1,0,0,0
TX000001491,U000268,705.0010454142432,18,1,0,0,0
TX000002727,U000712,208.82068465276564,11,1,0,0,0
TX000003686,U000821,655.3634168644887,12,0,0,0,0
TX000001424,U000662,19.205386872894596,9,1,0,0,0
TX000004605,U000744,42.36505815901659,20,1,1,0,0
TX000004595,U000683,63.94921324706799,13,0,0,0,0
TX000000731,U000445,20.524662716400208,19,2,0,0,0
TX000001231,U000656,13.876503587402869,21,1,0,0,0
TX000001634,U000683,39.06491180870376,21,0,0,0,0
TX000003936,U000019,190.4719425859494,21,0,0,0,0
TX000001210,U000184,15.73892218719412,19,2,1,0,0
TX000003268,U000987,68.81666383565798,10,0,0,0,0
TX000001934,U000664,768.4252931649055,11,0,0,0,0
TX000000553,U000765,70.41602346490207,10,1,0,0,0
TX000000491,U000195,239.83330964516728,19,0,0,0,0
TX000002962,U000181,32.169612375873356,16,2,0,0,0
TX000002329,U000807,127.62574459938944,10,0,0,0,0
TX000002195,U000569,28.163246779284027,14,0,0,0,0
TX000003064,U000465,12.007478821939332,9,0,0,0,0
TX000000657,U000765,53.296726506107156,17,2,0,0,0
TX000002374,U000622,166.90066513699202,9,0,0,0,0
TX000002225,U000133,204.6505790241451,19,0,0,0,0
TX000004264,U000043,51.42754153418253,15,0,0,0,0
TX000001170,U000491,116.62091010518635,18,0,0,0,0
TX000000132,U000116,18.87231977305747,19,2,0,0,0
TX000000471,U000420,5.463441132392675,15,0,0,0,0
TX000003225,U000210,20.33059021812879,9,1,0,0,0
TX000001405,U000569,25.61568633851341,19,0,0,0,0
TX000002876,U000710,21.402197960974465,21,0,0,0,0
TX000004504,U000190,44.076744258043526,10,1,0,0,0
TX000004692,U000459,141.35949340738543,18,1,0,0,0
TX000002826,U000188,189.9748539052671,11,0,0,0,0
TX000000287,U000855,98.32882375334005,18,0,1,0,0
TX000001869,U000318,36.20458296441554,18,1,0,0,0
TX000003114,U000877,80.55810532695816,12,1,0,0,0
TX000003625,U000428,21.15988733897768,20,0,0,0,0
TX000002312,U000529,68.7220947216634,17,0,0,0,0
TX000004923,U000903,212.27878638494502,3,4,1,1,1
TX000001618,U000102,35.64619481279479,19,1,1,0,0
TX000000994,U000147,20.053024496964063,17,0,0,0,0
TX000001803,U000376,12.016558905580485,13,0,0,0,0
TX000002642,U000524,23.391344748112058,18,0,0,0,0
TX000004802,U000080,13.52515784460104,19,0,0,0,0
TX000003535,U000075,268.9276519984422,14,0,0,0,0
TX000004831,U000963,16.670881468348586,17,0,0,0,0
TX000003911,U000178,67.9338231541625,21,0,1,0,0
TX000002107,U000354,103.37797437563512,10,0,0,0,0
TX000003044,U000318,111.5652688664126,9,3,0,0,0
TX000000416,U000663,257.53405802245294,12,1,0,0,0
TX000000977,U000154,4.8361583362230505,13,1,0,0,0
TX000002417,U000982,76.75274999663819,16,0,0,0,0
TX000000505,U000189,33.54455704859462,16,0,1,0,0
TX000004152,U000541,59.50800660324495,20,0,0,0,0
TX000004255,U000032,153.76776064678026,9,0,0,0,0
TX000003941,U000882,186.8343089434291,18,2,0,0,0
TX000000414,U000700,76.12022604260669,17,1,0,0,0
TX000004148,U000511,32.62951755204996,17,1,0,0,0
TX000001183,U000982,11.353197205530064,13,2,0,0,0
TX000000485,U000835,13.167429133060148,15,1,0,0,0
TX000000893,U000149,175.79096502538738,17,0,0,0,0
TX000000805,U000361,40.07801287303195,14,0,0,0,0
TX000000555,U000147,36.166129579926796,19,0,0,0,0
TX000003825,U000754,176.2173039035393,18,0,0,0,0
TX000001197,U000444,94.8683322961011,19,1,0,0,0
TX000004253,U000336,18.326989837775844,14,0,0,0,0
TX000004058,U000288,142.87743846227085,9,0,0,0,0
TX000001293,U000293,126.27862491449335,18,3,0,0,0
TX000002221,U000343,28.572885090613156,21,0,0,0,0
TX000003504,U000935,33.056420284960794,17,0,0,0,0
TX000003654,U000824,63.3936362798936,14,0,0,0,0
TX000004758,U000896,28.066528278424173,18,1,0,0,0
TX000003006,U000805,88.76889343002887,13,0,0,0,0
TX000002093,U000897,17.481914374438954,12,0,1,0,0
TX000002187,U000382,41.81886990358588,21,0,0,0,0
TX000003036,U000084,38.76240366428578,9,0,0,0,0
TX000003918,U000322,141.1177391495502,11,0,0,0,0
TX000001272,U000577,18.31439266812491,17,0,0,0,0
TX000000290,U000549,44.339580787436894,16,0,0,0,0
TX000004827,U000849,121.266978588742,18,0,0,0,0
TX000000252,U000248,455.84653053052085,15,0,0,0,0
TX000003245,U000778,118.14588268646612,17,1,0,0,0
TX000000350,U000984,74.50807923387954,19,1,0,0,0
TX000001187,U000341,43.61350499579051,21,0,0,0,0
TX000001961,U000582,72.642785112005,15,0,0,0,0
TX000000422,U000565,42.56515034771606,20,0,0,0,0
TX000000090,U000207,60.16420350838764,10,1,0,0,0
TX000003729,U000551,5.386286233873828,20,1,1,0,0
TX000002236,U000216,55.38302106658359,10,1,1,0,0
TX000000670,U000288,189.82169657988248,18,0,0,0,0
TX000003040,U000406,100.50587360168532,12,0,0,0,0
TX000000026,U000596,17.27061362123908,18,0,0,0,0
TX000000429,U000604,9.40517917470541,11,0,0,0,0
TX000000683,U000637,89.06572329832969,19,0,0,0,0
TX000004463,U000537,174.65953724757105,18,0,0,0,0
TX000003945,U000216,136.11140870133957,19,1,0,0,0
TX000003523,U000242,278.4299119118712,15,0,0,0,0
TX000001541,U000045,321.26026746195146,11,1,0,0,0
TX000002031,U000140,20.623966054959517,9,0,0,0,0
TX000002232,U000060,7.613295922787826,13,0,0,0,0
TX000004120,U000356,29.735857910776026,20,2,0,0,0
TX000003235,U000074,65.98845623649889,11,0,0,0,0
TX000000254,U000460,11.94879019148234,19,0,0,0,0
TX000001029,U000568,19.632913828693972,12,1,0,0,0
TX000004392,U000802,75.51567193519989,20,0,0,0,0
TX000003800,U000231,13.61888518662079,20,1,0,0,0
TX000004310,U000827,57.074577937628675,19,0,0,0,0
TX000002509,U000277,14.549287789678026,12,0,0,0,0
TX000002292,U000897,59.46085177030778,21,1,0,0,0
TX000001323,U000507,88.81021203908276,17,2,0,0,0
TX000001550,U000267,49.39483793643707,16,0,0,0,0
TX000004647,U000514,52.74396593978384,10,0,0,0,0
TX000000315,U000229,55.757048990155695,15,0,0,0,0
TX000001242,U000709,30.518073627260563,16,1,0,0,0
TX000002450,U000551,21.84141819678629,16,0,0,0,0
TX000001578,U000824,26.190805739424324,14,1,0,0,0
TX000004625,U000993,192.7741415394606,13,0,0,0,0
TX000003116,U000165,44.95809654341872,10,0,0,0,0
TX000000069,U000415,28.64217395308568,11,1,1,0,0
TX000000859,U000031,102.81505767738348,17,1,0,0,0
TX000002753,U000820,46.95371308329412,19,0,0,0,0
TX000001632,U000830,28.68717525537272,20,2,0,0,0
TX000001650,U000626,97.47862987525538,20,0,0,0,0
TX000003860,U000669,34.74551948756054,17,1,0,0,0
TX000003106,U000023,14.982134474775537,17,0,0,0,0
TX000001074,U000912,147.86013888765217,17,0,0,0,0
TX000004001,U000245,52.920802898496106,15,0,0,0,0
TX000000787,U000810,86.41662525467873,20,0,0,0,0
TX000002605,U000426,45.39829922513491,20,0,0,0,0
TX000003630,U000220,99.13089391246795,9,0,0,0,0
TX000002121,U000778,119.65400517653002,16,0,0,0,0
TX000001874,U000866,202.41271288139023,16,1,0,0,0
TX000000811,U000860,35.172655267817255,13,1,1,0,0
TX000000387,U000413,356.441752431362,11,0,0,0,0
TX000002882,U000946,29.759095672155652,17,0,0,0,0
TX000001175,U000970,41.23654687129706,11,0,0,0,0
TX000003197,U000887,8.304933966179014,13,0,0,0,0
TX000002623,U000376,223.7342906273599,19,1,1,0,0
TX000001351,U000457,9.007157710513422,16,0,0,0,0
TX000000410,U000404,111.23164048607849,19,0,0,0,0
TX000004212,U000373,121.2486965789845,14,0,1,0,0
TX000000109,U000561,50.681151907706415,13,0,0,0,0
TX000004995,U000784,1437.893806387524,23,4,1,1,1
TX000003429,U000530,164.23904495129662,20,1,0,0,0
TX000002809,U000805,31.514877168616792,9,1,0,0,0
TX000002594,U000587,127.54010730176311,17,1,0,0,0
TX000002836,U000180,366.55060550569544,16,1,1,0,0
TX000002372,U000538,64.0726903687172,13,0,0,0,0
TX000001235,U000299,281.21424187736574,16,0,0,0,0
TX000002146,U000372,11.013216169037394,17,0,0,0,0
TX000004975,U000391,272.0128658194851,23,5,1,1,1
TX000000599,U000640,79.62280072039289,9,0,0,0,0
TX000001434,U000618,46.195310389445964,15,0,0,0,0
TX000004996,U000119,162.49725084829674,4,2,1,1,1
TX000000538,U000148,149.35003951089448,9,0,0,0,0
TX000000721,U000815,9.873274954182474,10,0,0,0,0
TX000004410,U000472,27.984612489067334,12,0,0,0,0
TX000001872,U000872,40.123641164367704,9,0,0,0,0
TX000002845,U000193,18.22323580465342,21,0,0,0,0
TX000002053,U000494,40.29687696252485,21,2,0,0,0
TX000002907,U000243,17.635795308318123,17,2,1,0,0
TX000002254,U000943,15.605236883577799,10,0,1,0,0
TX000003912,U000431,149.8255756664698,9,0,0,0,0
TX000000177,U000806,233.58220647878653,19,0,1,0,0
TX000002890,U000466,62.88182304128091,10,0,0,0,0
TX000003673,U000306,123.98470196640176,18,1,1,0,0
TX000000080,U000137,43.83042067060223,16,0,0,0,0
TX000002561,U000683,59.4827979937904,21,0,0,0,0
TX000001723,U000508,101.02494676474038,20,1,0,0,0
TX000001617,U000736,25.744189467650077,19,0,0,0,0
TX000001654,U000332,76.59132682143564,15,0,0,0,0
TX000002328,U000677,109.4576544998315,16,0,1,0,0
TX000004613,U000343,32.70819830997629,10,2,0,0,0
TX000000221,U000631,8.437911348357815,15,1,1,0,0
TX000000093,U000084,39.34377841239877,16,0,0,0,0
TX000002609,U000924,195.3660622938726,21,0,0,0,0
TX000003382,U000007,67.53014093832729,20,0,0,0,0
TX000004415,U000108,100.37421547083197,10,1,0,0,0
TX000001397,U000632,20.663853403818205,21,1,0,0,0
TX000004686,U000102,24.627487490853852,10,2,0,0,0
TX000001292,U000897,54.26769359489375,15,1,0,0,0
TX000002164,U000305,265.2149651958939,15,0,0,0,0
TX000002939,U000226,36.87481854886484,21,1,0,0,0
TX000003668,U000312,47.36357451171514,12,1,0,0,0
TX000000812,U000296,232.05580565419703,11,0,0,0,0
TX000001258,U000884,26.977094234092057,14,0,1,0,0
TX000000889,U000189,165.4557157700478,15,0,0,0,0
TX000001451,U000357,299.5301093737587,20,0,1,0,0
TX000003316,U000523,51.732962505641304,10,0,0,0,0
TX000002559,U000368,137.5888843007118,19,0,0,0,0
TX000003574,U000162,15.331950382196704,15,0,0,0,0
TX000002680,U000815,107.67772900340685,20,0,1,0,0
TX000004651,U000586,102.1675014284373,17,1,0,0,0
TX000004811,U000885,8.052156384523535,20,0,0,0,0
TX000004679,U000022,70.19777730707338,12,0,0,0,0
TX000002964,U000815,185.5052284000544,18,0,0,0,0
TX000002672,U000104,70.8413070397342,15,1,0,0,0
TX000000561,U000661,435.02382453958825,18,1,0,0,0
TX000002778,U000416,51.32796858192635,9,0,0,0,0
TX000002948,U000492,45.290796398585464,16,1,0,0,0
TX000002817,U000861,78.94355846511972,11,1,0,0,0
TX000002758,U000841,17.62616886467499,9,1,0,0,0
TX000001756,U000951,47.58661315160978,21,1,0,0,0
TX000000724,U000511,64.7714835695084,10,0,0,0,0
TX000000219,U000269,59.256420640598634,15,0,0,0,0
TX000004139,U000547,54.82958162556861,9,0,0,0,0
TX000003957,U000421,42.96982297218682,15,0,0,0,0
TX000001588,U000368,23.864924321661473,16,1,0,0,0
TX000003347,U000913,267.89150665106337,21,0,0,0,0
TX000003970,U000256,36.70102500103446,10,0,0,0,0
TX000004707,U000681,33.64557361092121,21,1,0,0,0
TX000000043,U000904,40.40268747490539,17,0,0,0,0
TX000003001,U000362,23.09497333309488,12,0,0,0,0
TX000000210,U000873,96.63012162651337,21,0,0,0,0
TX000000677,U000421,314.9048228301425,19,0,0,0,0
TX000000354,U000753,53.569709769478166,17,1,0,0,0
TX000001433,U000353,30.475484131637526,12,0,0,0,0
TX000000949,U000632,69.64002328920095,15,0,1,0,0
TX000002843,U000866,16.983129156366314,15,1,0,0,0
TX000000577,U000901,118.02130911554305,14,0,0,0,0
TX000003928,U000579,16.787438163660262,16,1,1,0,0
TX000000544,U000208,4.610588471160021,19,1,0,0,0
